"Subsidies"
"Industry Specialization Index (Location Quotient)" 
"Bureau of Economic Analysis" 
""
"Fips","Area","IndCode","Industry","2005","2010","2015"
"18000","Indiana","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"18000","Indiana","81","    Other services, except government","(NM)","(NM)","(NM)"
"18000","Indiana","82","  Government","(NM)","(NM)","(NM)"
"18000","Indiana","83","    Federal civilian","(NM)","(NM)","(NM)"
"18000","Indiana","84","    Federal military","(NM)","(NM)","(NM)"
"18000","Indiana","85","    State and local","(NM)","(NM)","(NM)"
"18000","Indiana","86","Addenda:","","",""
"18000","Indiana","86","Natural resources and mining","(NM)","(NM)","(NM)"
"18000","Indiana","87","Trade","(NM)","(NM)","(NM)"
"18000","Indiana","88","Transportation and utilities","(NM)","(NM)","(NM)"
"18000","Indiana","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"18000","Indiana","90","Private services-providing industries","(NM)","(NM)","(NM)"
"19000","Iowa","1","All industry total","(NM)","(NM)","(NM)"
"19000","Iowa","2","  Private industries","(NM)","(NM)","(NM)"
"19000","Iowa","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"19000","Iowa","4","      Farms","(NM)","(NM)","(NM)"
"19000","Iowa","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"19000","Iowa","6","    Mining","(NM)","(NM)","(NM)"
"19000","Iowa","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"19000","Iowa","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"19000","Iowa","9","      Support activities for mining","(NM)","(NM)","(NM)"
"19000","Iowa","10","    Utilities","(NM)","(NM)","(NM)"
"19000","Iowa","11","    Construction","(NM)","(NM)","(NM)"
"19000","Iowa","12","    Manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"19000","Iowa","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"19000","Iowa","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"19000","Iowa","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"19000","Iowa","34","    Wholesale trade","(NM)","(NM)","(NM)"
"19000","Iowa","35","    Retail trade","(NM)","(NM)","(NM)"
"19000","Iowa","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"19000","Iowa","37","      Air transportation","(NM)","(NM)","(NM)"
"19000","Iowa","38","      Rail transportation","(NM)","(NM)","(NM)"
"19000","Iowa","39","      Water transportation","(NM)","(NM)","(NM)"
"19000","Iowa","40","      Truck transportation","(NM)","(NM)","(NM)"
"19000","Iowa","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"19000","Iowa","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"19000","Iowa","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"19000","Iowa","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"19000","Iowa","45","    Information","(NM)","(NM)","(NM)"
"19000","Iowa","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"19000","Iowa","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"19000","Iowa","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"19000","Iowa","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"19000","Iowa","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"19000","Iowa","51","      Finance and insurance","(NM)","(NM)","(NM)"
"19000","Iowa","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"19000","Iowa","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"19000","Iowa","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"19000","Iowa","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"19000","Iowa","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"19000","Iowa","57","        Real estate","(NM)","(NM)","(NM)"
"19000","Iowa","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"19000","Iowa","59","    Professional and business services","(NM)","(NM)","(NM)"
"19000","Iowa","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"19000","Iowa","61","        Legal services","(NM)","(NM)","(NM)"
"19000","Iowa","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"19000","Iowa","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"19000","Iowa","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"19000","Iowa","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"19000","Iowa","66","        Administrative and support services","(NM)","(NM)","(NM)"
"19000","Iowa","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"19000","Iowa","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"19000","Iowa","69","      Educational services","(NM)","(NM)","(NM)"
"19000","Iowa","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"19000","Iowa","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"19000","Iowa","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"19000","Iowa","73","        Social assistance","(NM)","(NM)","(NM)"
"19000","Iowa","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"19000","Iowa","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"19000","Iowa","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"19000","Iowa","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"19000","Iowa","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"19000","Iowa","79","        Accommodation","(NM)","(NM)","(NM)"
"19000","Iowa","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"19000","Iowa","81","    Other services, except government","(NM)","(NM)","(NM)"
"19000","Iowa","82","  Government","(NM)","(NM)","(NM)"
"19000","Iowa","83","    Federal civilian","(NM)","(NM)","(NM)"
"19000","Iowa","84","    Federal military","(NM)","(NM)","(NM)"
"19000","Iowa","85","    State and local","(NM)","(NM)","(NM)"
"19000","Iowa","86","Addenda:","","",""
"19000","Iowa","86","Natural resources and mining","(NM)","(NM)","(NM)"
"19000","Iowa","87","Trade","(NM)","(NM)","(NM)"
"19000","Iowa","88","Transportation and utilities","(NM)","(NM)","(NM)"
"19000","Iowa","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"19000","Iowa","90","Private services-providing industries","(NM)","(NM)","(NM)"
"20000","Kansas","1","All industry total","(NM)","(NM)","(NM)"
"20000","Kansas","2","  Private industries","(NM)","(NM)","(NM)"
"20000","Kansas","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"20000","Kansas","4","      Farms","(NM)","(NM)","(NM)"
"20000","Kansas","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"20000","Kansas","6","    Mining","(NM)","(NM)","(NM)"
"20000","Kansas","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"20000","Kansas","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"20000","Kansas","9","      Support activities for mining","(NM)","(NM)","(NM)"
"20000","Kansas","10","    Utilities","(NM)","(NM)","(NM)"
"20000","Kansas","11","    Construction","(NM)","(NM)","(NM)"
"20000","Kansas","12","    Manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"20000","Kansas","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"20000","Kansas","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"20000","Kansas","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"20000","Kansas","34","    Wholesale trade","(NM)","(NM)","(NM)"
"20000","Kansas","35","    Retail trade","(NM)","(NM)","(NM)"
"20000","Kansas","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"20000","Kansas","37","      Air transportation","(NM)","(NM)","(NM)"
"20000","Kansas","38","      Rail transportation","(NM)","(NM)","(NM)"
"20000","Kansas","39","      Water transportation","(NM)","(NM)","(NM)"
"20000","Kansas","40","      Truck transportation","(NM)","(NM)","(NM)"
"20000","Kansas","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"20000","Kansas","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"20000","Kansas","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"20000","Kansas","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"20000","Kansas","45","    Information","(NM)","(NM)","(NM)"
"20000","Kansas","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"20000","Kansas","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"20000","Kansas","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"20000","Kansas","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"20000","Kansas","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"20000","Kansas","51","      Finance and insurance","(NM)","(NM)","(NM)"
"20000","Kansas","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"20000","Kansas","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"20000","Kansas","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"20000","Kansas","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"20000","Kansas","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"20000","Kansas","57","        Real estate","(NM)","(NM)","(NM)"
"20000","Kansas","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"20000","Kansas","59","    Professional and business services","(NM)","(NM)","(NM)"
"20000","Kansas","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"20000","Kansas","61","        Legal services","(NM)","(NM)","(NM)"
"20000","Kansas","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"20000","Kansas","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"20000","Kansas","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"20000","Kansas","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"20000","Kansas","66","        Administrative and support services","(NM)","(NM)","(NM)"
